Concept,Member,#Fully specified name:es,#Fully specified name:en,Member Type,Sort Weight,Void/Retire
7014024a-c0d0-4885-beab-f5166619be7c,124193AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,lesión traumática,Traumatic Injury,CONCEPT-SET,319,
7014024a-c0d0-4885-beab-f5166619be7c,3ccea34c-26fe-102b-80cb-0017a47871b2,Leucemia,Leukemia,CONCEPT-SET,320,
7014024a-c0d0-4885-beab-f5166619be7c,135834AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Leucoplasia de la lengua,Leukoplakia of tongue,CONCEPT-SET,321,
7014024a-c0d0-4885-beab-f5166619be7c,135830AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,leucorrea,Leukorrhea,CONCEPT-SET,322,
7014024a-c0d0-4885-beab-f5166619be7c,121999AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Linfadenitis aguda,Acute Lymphadenitis,CONCEPT-SET,323,
7014024a-c0d0-4885-beab-f5166619be7c,3cce4c76-26fe-102b-80cb-0017a47871b2,Linfadenopatía,Lymphadenopathy,CONCEPT-SET,324,
7014024a-c0d0-4885-beab-f5166619be7c,135462AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,linfogranuloma venéreo,Lymphogranuloma venereum,CONCEPT-SET,325,
7014024a-c0d0-4885-beab-f5166619be7c,151834AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Linfoma maligno, no Hodgkin  (clínico)","Malignant Lymphoma, Non-Hodgkin's",CONCEPT-SET,326,
7014024a-c0d0-4885-beab-f5166619be7c,116104AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Linfoma maligno (clínico),Malignant Lymphoma,CONCEPT-SET,327,
7014024a-c0d0-4885-beab-f5166619be7c,135813AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,liquen plano,Lichen Planus,CONCEPT-SET,328,
7014024a-c0d0-4885-beab-f5166619be7c,135811AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,liquen simple crónico,Lichen Simplex Chronicus,CONCEPT-SET,329,
7014024a-c0d0-4885-beab-f5166619be7c,116230AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Lordosis,Lordosis,CONCEPT-SET,330,
7014024a-c0d0-4885-beab-f5166619be7c,112476AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Lupus eritematoso sistémico,Systemic Lupus Erythematosus,CONCEPT-SET,331,
7014024a-c0d0-4885-beab-f5166619be7c,3ccd0f0a-26fe-102b-80cb-0017a47871b2,Malaria,Malaria,CONCEPT-SET,332,
7014024a-c0d0-4885-beab-f5166619be7c,120049AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Malformación congénita de la espina dorsal,Congenital anomaly of spinal cord,CONCEPT-SET,333,
7014024a-c0d0-4885-beab-f5166619be7c,120038AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Malformación congénita de la mano,Congenital Deformity of Hand,CONCEPT-SET,334,
7014024a-c0d0-4885-beab-f5166619be7c,120080AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Malformacion congenita de miembro(s),Congenital anomaly of limb,CONCEPT-SET,335,
7014024a-c0d0-4885-beab-f5166619be7c,120091AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,malformación congénita del aparato genital femenino,Congenital anomaly of female genital system,CONCEPT-SET,336,
7014024a-c0d0-4885-beab-f5166619be7c,144025AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,malformaciones congénitas múltiples,Multiple congenital anomalies,CONCEPT-SET,337,
7014024a-c0d0-4885-beab-f5166619be7c,162313AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Mania con síntomas psicóticos,Mania with psychotic symptoms,CONCEPT-SET,338,
7014024a-c0d0-4885-beab-f5166619be7c,162314AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Mania sin síntomas psicóticos,Mania without psychotic symptoms,CONCEPT-SET,339,
7014024a-c0d0-4885-beab-f5166619be7c,3cde693a-26fe-102b-80cb-0017a47871b2,Marasmo,Marasmus,CONCEPT-SET,340,
7014024a-c0d0-4885-beab-f5166619be7c,3ccd029e-26fe-102b-80cb-0017a47871b2,Mastitis,Mastitis,CONCEPT-SET,341,
7014024a-c0d0-4885-beab-f5166619be7c,118189AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Mastopatía fibroquística difusa,Diffuse Cystic Mastopathy,CONCEPT-SET,342,
7014024a-c0d0-4885-beab-f5166619be7c,145659AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,melasma,Chloasma,CONCEPT-SET,343,
7014024a-c0d0-4885-beab-f5166619be7c,134394AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Melena,Melaena,CONCEPT-SET,344,
7014024a-c0d0-4885-beab-f5166619be7c,121255AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,meningitis bacteriana,Bacterial meningitis,CONCEPT-SET,345,
7014024a-c0d0-4885-beab-f5166619be7c,fac0b0d9-945b-40a9-a865-2176f61f6059,Meningitis viral,Viral Meningitis,CONCEPT-SET,346,
7014024a-c0d0-4885-beab-f5166619be7c,893b3489-a3f1-49a2-85ca-85c4e96731fa,Meningococemia,Meningococcemia,CONCEPT-SET,347,
7014024a-c0d0-4885-beab-f5166619be7c,115451AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,micetoma,Mycetoma,CONCEPT-SET,348,
7014024a-c0d0-4885-beab-f5166619be7c,3cce5c48-26fe-102b-80cb-0017a47871b2,Micosis,Fungal Infection,CONCEPT-SET,349,
7014024a-c0d0-4885-beab-f5166619be7c,134213AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,microcéfalo,Microcephalus,CONCEPT-SET,350,
7014024a-c0d0-4885-beab-f5166619be7c,133709AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Mieloma multiple,Multiple Myeloma,CONCEPT-SET,351,
7014024a-c0d0-4885-beab-f5166619be7c,136f3581-2d4e-42a2-ad86-6b48a334d881,Migraña,"Headache, Migraine",CONCEPT-SET,352,
7014024a-c0d0-4885-beab-f5166619be7c,134132AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Miliaria cristalina,Miliaria Crystallina,CONCEPT-SET,353,
7014024a-c0d0-4885-beab-f5166619be7c,121936AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,miocarditis aguda,Acute Myocarditis,CONCEPT-SET,354,
7014024a-c0d0-4885-beab-f5166619be7c,3cd80928-26fe-102b-80cb-0017a47871b2,Molusco contagioso,Molluscum contagiosum,CONCEPT-SET,355,
7014024a-c0d0-4885-beab-f5166619be7c,3cce5478-26fe-102b-80cb-0017a47871b2,Mordida de perro,Dog bite,CONCEPT-SET,356,
7014024a-c0d0-4885-beab-f5166619be7c,133473AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,náuseas y vómitos,Nausea and Vomiting,CONCEPT-SET,357,
7014024a-c0d0-4885-beab-f5166619be7c,3cccc068-26fe-102b-80cb-0017a47871b2,Neoplasia,Neoplasm,CONCEPT-SET,358,
7014024a-c0d0-4885-beab-f5166619be7c,115359AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,neoplasia del encéfalo,Neoplasm of brain,CONCEPT-SET,359,
7014024a-c0d0-4885-beab-f5166619be7c,145809AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Neoplasia intraepitelial cervical grado I, (NIC I)",Cervical Intraepithelial Neoplasia Grade 1,CONCEPT-SET,360,
7014024a-c0d0-4885-beab-f5166619be7c,145807AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Neoplasia intraepitelial cervical grado II, (NIC II)",Cervical Intraepithelial Neoplasia Grade 2,CONCEPT-SET,361,
7014024a-c0d0-4885-beab-f5166619be7c,155259AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Neoplasia lipomatosa benigna,Benign lipomatous neoplasm,CONCEPT-SET,362,
7014024a-c0d0-4885-beab-f5166619be7c,3ccc91c4-26fe-102b-80cb-0017a47871b2,Neumonía,Pneumonia,CONCEPT-SET,363,
7014024a-c0d0-4885-beab-f5166619be7c,3cd9c484-26fe-102b-80cb-0017a47871b2,Neumonía bacteriana,Bacterial pneumonia,CONCEPT-SET,364,
7014024a-c0d0-4885-beab-f5166619be7c,123098AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,neumonía viral,Viral pneumonia,CONCEPT-SET,365,
7014024a-c0d0-4885-beab-f5166619be7c,133126AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,neuralgia,Neuralgia,CONCEPT-SET,366,
7014024a-c0d0-4885-beab-f5166619be7c,3cd471be-26fe-102b-80cb-0017a47871b2,Neuropatía,Peripheral neuropathy,CONCEPT-SET,367,
7014024a-c0d0-4885-beab-f5166619be7c,115115AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,obesidad,Obesity,CONCEPT-SET,368,
7014024a-c0d0-4885-beab-f5166619be7c,116689AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,obstrucción intestinal,Intestinal Obstruction,CONCEPT-SET,369,
7014024a-c0d0-4885-beab-f5166619be7c,132425AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,oligoamnios,Oligohydramnios,CONCEPT-SET,370,
7014024a-c0d0-4885-beab-f5166619be7c,119938AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Omfalocele,Omphalocele,CONCEPT-SET,371,
7014024a-c0d0-4885-beab-f5166619be7c,132407AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,onfalitis del recién nacido,Omphalitis of the newborn,CONCEPT-SET,372,
7014024a-c0d0-4885-beab-f5166619be7c,132387AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,onicomicosis,Onychomycosis,CONCEPT-SET,373,
7014024a-c0d0-4885-beab-f5166619be7c,114730AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,orquitis y epididimitis,Orchitis and Epididymitis,CONCEPT-SET,374,
7014024a-c0d0-4885-beab-f5166619be7c,138434AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Orzuelo,Hordeolum,CONCEPT-SET,375,
7014024a-c0d0-4885-beab-f5166619be7c,114675AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,osteomielitis,Osteomyelitis,CONCEPT-SET,376,
7014024a-c0d0-4885-beab-f5166619be7c,131602AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,otalgia,Otalgia,CONCEPT-SET,377,
7014024a-c0d0-4885-beab-f5166619be7c,3ccea66c-26fe-102b-80cb-0017a47871b2,Otitis externa,Otitis Externa,CONCEPT-SET,378,
7014024a-c0d0-4885-beab-f5166619be7c,3ccd010e-26fe-102b-80cb-0017a47871b2,Otitis media,Otitis Media,CONCEPT-SET,379,
7014024a-c0d0-4885-beab-f5166619be7c,bdde58eb-4f12-4343-828a-412599ffc2c5,otitis media aguda,Acute Otitis Media,CONCEPT-SET,380,
7014024a-c0d0-4885-beab-f5166619be7c,c08b15ef-255c-4f55-981d-d5db6f80b457,Otras enfermedades de transmision sexual debidas a clamidias,Sexually Transmitted Chlamydial,CONCEPT-SET,381,
7014024a-c0d0-4885-beab-f5166619be7c,129569AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ovario poliquístico,Polycystic ovaries,CONCEPT-SET,382,
7014024a-c0d0-4885-beab-f5166619be7c,145063AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Paladar hendido,Cleft Palate,CONCEPT-SET,383,
7014024a-c0d0-4885-beab-f5166619be7c,3cccb4d8-26fe-102b-80cb-0017a47871b2,Parásitos intestinales,Intestinal Parasites,CONCEPT-SET,384,
7014024a-c0d0-4885-beab-f5166619be7c,3cf279a2-26fe-102b-80cb-0017a47871b2,Parestesia,Paresthesia,CONCEPT-SET,385,
7014024a-c0d0-4885-beab-f5166619be7c,146192AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,paro cardíaco,Cardiac Arrest,CONCEPT-SET,386,
7014024a-c0d0-4885-beab-f5166619be7c,3cccb082-26fe-102b-80cb-0017a47871b2,Parotiditis,Mumps,CONCEPT-SET,387,
7014024a-c0d0-4885-beab-f5166619be7c,3cd482ee-26fe-102b-80cb-0017a47871b2,Perdida anormal de peso,Abnormal weight loss,CONCEPT-SET,388,
7014024a-c0d0-4885-beab-f5166619be7c,130578AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,perforación de la membrana timpánica,Perforation Of Tympanic Membrane,CONCEPT-SET,389,
7014024a-c0d0-4885-beab-f5166619be7c,121875AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,pericarditis aguda,Acute Pericarditis,CONCEPT-SET,390,
7014024a-c0d0-4885-beab-f5166619be7c,121873AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Periodontitis aguda,Acute Periodontitis,CONCEPT-SET,391,
7014024a-c0d0-4885-beab-f5166619be7c,114199AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Peritonitis,Peritonitis,CONCEPT-SET,392,
7014024a-c0d0-4885-beab-f5166619be7c,155753AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Picadura de insecto,Contusion of soft tissue,CONCEPT-SET,393,
7014024a-c0d0-4885-beab-f5166619be7c,143780AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Pie cavo,Congenital Pes Cavus,CONCEPT-SET,394,
7014024a-c0d0-4885-beab-f5166619be7c,142452AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,pie diabético,Diabetic Foot,CONCEPT-SET,395,
7014024a-c0d0-4885-beab-f5166619be7c,c00b2ff0-e3f2-4148-8443-4b36bdfd6062,Pielonefritis,Pyelonephritis,CONCEPT-SET,396,
7014024a-c0d0-4885-beab-f5166619be7c,113469AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,piodermitis,Pyoderma,CONCEPT-SET,397,
7014024a-c0d0-4885-beab-f5166619be7c,55e3aea0-b93a-4489-a5e4-19cc4ceacf67,Piotorax,Pyothorax,CONCEPT-SET,398,
7014024a-c0d0-4885-beab-f5166619be7c,139059AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,pirosis,Heartburn,CONCEPT-SET,399,
7014024a-c0d0-4885-beab-f5166619be7c,130155AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,pitiriasis alba,Pityriasis Alba,CONCEPT-SET,400,
7014024a-c0d0-4885-beab-f5166619be7c,130149AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Pitiriasis versicolor,Pityriasis versicolor,CONCEPT-SET,401,
7014024a-c0d0-4885-beab-f5166619be7c,130088AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,placa de psoriasis,Plaque psoriasis,CONCEPT-SET,402,
7014024a-c0d0-4885-beab-f5166619be7c,114127AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,placenta previa,Placenta praevia,CONCEPT-SET,403,
7014024a-c0d0-4885-beab-f5166619be7c,5ecb82d7-698b-41fe-8ed8-b00ae7a8cb01,Planificación familiar,Family planning,CONCEPT-SET,404,
7014024a-c0d0-4885-beab-f5166619be7c,3ce603a2-26fe-102b-80cb-0017a47871b2,Pneumotorax,Pneumothorax,CONCEPT-SET,405,
7014024a-c0d0-4885-beab-f5166619be7c,124175AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Pneumotorax traumático,Traumatic Pneumothorax,CONCEPT-SET,406,
7014024a-c0d0-4885-beab-f5166619be7c,116967AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Poliartropatía inflamatoria,Inflammatory polyarthropathy,CONCEPT-SET,407,
7014024a-c0d0-4885-beab-f5166619be7c,129566AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,polidactilia,Polydactyly,CONCEPT-SET,408,
7014024a-c0d0-4885-beab-f5166619be7c,129559AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,polihidramnios,Polyhydramnios,CONCEPT-SET,409,
7014024a-c0d0-4885-beab-f5166619be7c,3ceb32b4-26fe-102b-80cb-0017a47871b2,Poliomielitis aguda,Poliomyelitis,CONCEPT-SET,410,
7014024a-c0d0-4885-beab-f5166619be7c,148900AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Pólipo anal,Anal Polyp,CONCEPT-SET,411,
7014024a-c0d0-4885-beab-f5166619be7c,115400AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Pólipo nasal,Nasal Polyp,CONCEPT-SET,412,
7014024a-c0d0-4885-beab-f5166619be7c,3ccc97a0-26fe-102b-80cb-0017a47871b2,Preeclampsia,"Pregnancy, Pre Eclampsia",CONCEPT-SET,413,
7014024a-c0d0-4885-beab-f5166619be7c,129197AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Presbicia,Presbyopia,CONCEPT-SET,414,
7014024a-c0d0-4885-beab-f5166619be7c,ac9451e3-46f2-4ffc-9b8c-69d620980253,Problema dental,Dental problem,CONCEPT-SET,415,
7014024a-c0d0-4885-beab-f5166619be7c,355bec6c-76ea-42de-a7ea-d4f5388d3cca,Problemas de alimentación del recien nacido,Feeding problems of newborn,CONCEPT-SET,416,
7014024a-c0d0-4885-beab-f5166619be7c,113617AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,prolapso de cordón - nacido,"Prolapse of Cord, Complicating Labor and Delivery, Delivered",CONCEPT-SET,417,
7014024a-c0d0-4885-beab-f5166619be7c,113612AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Prolapso genital femenino,Female genital prolapse,CONCEPT-SET,418,
7014024a-c0d0-4885-beab-f5166619be7c,127850AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Prolapso rectal,Rectal Prolapse,CONCEPT-SET,419,
7014024a-c0d0-4885-beab-f5166619be7c,113588AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,prostatitis,Prostatitis,CONCEPT-SET,420,
7014024a-c0d0-4885-beab-f5166619be7c,128319AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,prurigo simple,Prurigo Simplex,CONCEPT-SET,421,
7014024a-c0d0-4885-beab-f5166619be7c,3cd4cda8-26fe-102b-80cb-0017a47871b2,Prurito,Pruritus,CONCEPT-SET,422,
7014024a-c0d0-4885-beab-f5166619be7c,3ccea7fc-26fe-102b-80cb-0017a47871b2,Psicosis,Psychosis,CONCEPT-SET,423,
7014024a-c0d0-4885-beab-f5166619be7c,333c9b85-2b30-427f-a39f-d67a7979f517,Pterigión,Pterygium,CONCEPT-SET,424,
7014024a-c0d0-4885-beab-f5166619be7c,129317AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,puerperio,Postpartum state,CONCEPT-SET,425,
7014024a-c0d0-4885-beab-f5166619be7c,117295AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Púrpura tromcitopénica idiopática,Idiopathic Thrombocytopenic Purpura,CONCEPT-SET,426,
7014024a-c0d0-4885-beab-f5166619be7c,3ccd21e8-26fe-102b-80cb-0017a47871b2,Quemadura,Burn,CONCEPT-SET,427,
7014024a-c0d0-4885-beab-f5166619be7c,125515AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,quemadura solar de segundo grado,Sunburn of Second Degree,CONCEPT-SET,428,
7014024a-c0d0-4885-beab-f5166619be7c,125514AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,quemadura solar de tercer grado,Sunburn of Third Degree,CONCEPT-SET,429,
7014024a-c0d0-4885-beab-f5166619be7c,149949AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,queratosis actínica,Actinic Keratosis,CONCEPT-SET,430,
7014024a-c0d0-4885-beab-f5166619be7c,113034AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,queratosis seborreica,Seborrheic keratosis,CONCEPT-SET,431,
7014024a-c0d0-4885-beab-f5166619be7c,b9ea05e1-8c6d-4f33-a9ba-04f982c3e718,Quiste ovárico,Ovarian cyst,CONCEPT-SET,432,
7014024a-c0d0-4885-beab-f5166619be7c,126292AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Quiste solitario de la mama,Solitary Cyst of Breast,CONCEPT-SET,433,
7014024a-c0d0-4885-beab-f5166619be7c,14d11d8a-e179-4590-a35d-2eeef0eca5aa,Rabia,Rabies,CONCEPT-SET,434,
7014024a-c0d0-4885-beab-f5166619be7c,121764AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Reacción adversa a medicamentos,Adverse drug effect,CONCEPT-SET,435,
7014024a-c0d0-4885-beab-f5166619be7c,5cb2d331-7b07-4113-8a96-21c1f5d46937,Recién nacido macrosómico,Heavy for gestational age,CONCEPT-SET,436,
7014024a-c0d0-4885-beab-f5166619be7c,113888AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Recién nacido postérmino,"Post-term infant, not heavy-for-dates",CONCEPT-SET,437,
7014024a-c0d0-4885-beab-f5166619be7c,cb59449c-9544-4b12-8357-e31b2bd115e9,Recién nacido pretermino,"Gestation period, 28 weeks",CONCEPT-SET,438,
7014024a-c0d0-4885-beab-f5166619be7c,1395AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Recién nacido vivo,Term birth of newborn,CONCEPT-SET,439,
7014024a-c0d0-4885-beab-f5166619be7c,e99123ff-7906-4bf6-906e-cd0b1d555e27,Reflujo gastroesofágico,Gastroesophageal reflux,CONCEPT-SET,440,
7014024a-c0d0-4885-beab-f5166619be7c,5c411844-7ece-468a-a877-0888c7161e68,Resfriado común,Acute nasopharyngitis,CONCEPT-SET,441,
7014024a-c0d0-4885-beab-f5166619be7c,127579AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,retención de orina,Retention of urine,CONCEPT-SET,442,
7014024a-c0d0-4885-beab-f5166619be7c,127527AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,retinoblastoma,Retinoblastoma,CONCEPT-SET,443,
7014024a-c0d0-4885-beab-f5166619be7c,3cd4cf38-26fe-102b-80cb-0017a47871b2,Rinitis alérgica,Allergic rhinitis,CONCEPT-SET,444,
7014024a-c0d0-4885-beab-f5166619be7c,127331AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,rosácea,Rosacea,CONCEPT-SET,445,
7014024a-c0d0-4885-beab-f5166619be7c,113205AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,rubéola,Rubella,CONCEPT-SET,446,
7014024a-c0d0-4885-beab-f5166619be7c,113208AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ruptura de manguito rotador,Rotator Cuff Rupture,CONCEPT-SET,447,
7014024a-c0d0-4885-beab-f5166619be7c,113180AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ruptura del tendón de Aquilles,Rupture of Achilles tendon,CONCEPT-SET,448,
7014024a-c0d0-4885-beab-f5166619be7c,129211AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,ruptura prematura de membranas,Premature rupture of membranes,CONCEPT-SET,449,
7014024a-c0d0-4885-beab-f5166619be7c,3cd182e2-26fe-102b-80cb-0017a47871b2,Salpullido y otras erupciones cutaneas s,Rash,CONCEPT-SET,450,
7014024a-c0d0-4885-beab-f5166619be7c,136758AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,sangrado intermenstrual irregular,Irregular intermenstrual bleeding,CONCEPT-SET,451,
7014024a-c0d0-4885-beab-f5166619be7c,150802AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Sangrado vaginal anormal,Abnormal vaginal bleeding,CONCEPT-SET,452,
7014024a-c0d0-4885-beab-f5166619be7c,3cccaf06-26fe-102b-80cb-0017a47871b2,Sarampión,Measles,CONCEPT-SET,453,
7014024a-c0d0-4885-beab-f5166619be7c,dec163d9-8c7c-44e3-822c-199feef0033b,Sepsis,"Sepsis, clinical",CONCEPT-SET,454,
7014024a-c0d0-4885-beab-f5166619be7c,3cceb300-26fe-102b-80cb-0017a47871b2,Sepsis neonatal,Neonatal sepsis,CONCEPT-SET,455,
7014024a-c0d0-4885-beab-f5166619be7c,3cceae50-26fe-102b-80cb-0017a47871b2,Sífilis,Syphilis,CONCEPT-SET,456,
7014024a-c0d0-4885-beab-f5166619be7c,143672AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,sífilis congénita,Congenital syphilis (infant under 1 year old),CONCEPT-SET,457,
7014024a-c0d0-4885-beab-f5166619be7c,125163AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Sindactilia,Syndactyly,CONCEPT-SET,458,
7014024a-c0d0-4885-beab-f5166619be7c,139233AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Síndrome de Guillán-Barré,Guillain-Barré syndrome,CONCEPT-SET,459,
7014024a-c0d0-4885-beab-f5166619be7c,144481AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,síndrome de trisomía 21 completa,Complete trisomy 21 syndrome,CONCEPT-SET,460,
7014024a-c0d0-4885-beab-f5166619be7c,123174AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Sindrome del maltrato,Victim of Child Abuse,CONCEPT-SET,461,
7014024a-c0d0-4885-beab-f5166619be7c,154355AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,síndrome HELLP,HELLP (hemolytic anemia/elev liver enzymes/low platelets in pregnancy),CONCEPT-SET,462,
7014024a-c0d0-4885-beab-f5166619be7c,159015AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Síntomas del sistema urinario,Symptoms involving urinary system,CONCEPT-SET,463,
7014024a-c0d0-4885-beab-f5166619be7c,121832AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,sinusitis aguda,Acute Sinusitis,CONCEPT-SET,464,
7014024a-c0d0-4885-beab-f5166619be7c,120563AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Sinusitis crónica,Sinusitis (Chronic),CONCEPT-SET,465,
7014024a-c0d0-4885-beab-f5166619be7c,125043AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Talo equinovaro,Talipes Equinovarus,CONCEPT-SET,466,
7014024a-c0d0-4885-beab-f5166619be7c,123813AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,testículo no descendido,Undescended testicle,CONCEPT-SET,467,
7014024a-c0d0-4885-beab-f5166619be7c,124957AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,tétanos,Tetanus,CONCEPT-SET,468,
7014024a-c0d0-4885-beab-f5166619be7c,124954AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,tétanos del neonato,Tetanus Neonatorum,CONCEPT-SET,469,
7014024a-c0d0-4885-beab-f5166619be7c,aea6def4-499a-4bf3-a9df-edeec7dd00b1,Tétanos obstétrico,Obstetrical Tetanus,CONCEPT-SET,470,
7014024a-c0d0-4885-beab-f5166619be7c,124944AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,tetralogía de Fallot,Tetralogy of Fallot,CONCEPT-SET,471,
7014024a-c0d0-4885-beab-f5166619be7c,3cd4879e-26fe-102b-80cb-0017a47871b2,Tiña corporal,Tinea corporis,CONCEPT-SET,472,
7014024a-c0d0-4885-beab-f5166619be7c,64b1ce2e-530e-4f59-be3f-a9c70c909131,Tiña cutánea,"Tinea, Nos",CONCEPT-SET,473,
7014024a-c0d0-4885-beab-f5166619be7c,3f551a17-eefd-4806-89e1-25cddbb0b75e,Torsión ovárica,Torsion of Ovary,CONCEPT-SET,474,
7014024a-c0d0-4885-beab-f5166619be7c,124586AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Torsión testicular,Torsion of Testis,CONCEPT-SET,475,
7014024a-c0d0-4885-beab-f5166619be7c,3cccf632-26fe-102b-80cb-0017a47871b2,tos,Cough,CONCEPT-SET,476,
7014024a-c0d0-4885-beab-f5166619be7c,121131AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,trastorno bipolar,Bipolar disorder,CONCEPT-SET,477,
